"mmsi","basedatetime","lat","lon","sog","cog","heading","vesselname","imo","callsign","vesseltype","status","length","width","draft","cargo","transceiverclass"
8,"2020-01-27 23:49:14",47.55398,-122.65431,0,259.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:19:04",47.54707,-122.64897,0.8,29.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:19:23",18.4595,-66.09,0.1,323,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-14 08:15:57",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 08:17:05",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-31 06:20:53",47.54741,-122.64865,0.9,31.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 16:59:18",29.54297,-90.1306,0.1,339,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 16:59:28",47.55567,-122.64775,4.2,346.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 17:00:00",47.55601,-122.64812,1.7,301,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:25:02",18.45954,-66.09009,0.1,90.3,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-29 04:25:15",47.55393,-122.65434,0.1,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-29 04:26:25",47.55397,-122.65432,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:45:15",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:46:16",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 11:19:06",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:04:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 10:05:18",29.54118,-90.12953,0.1,74.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 10:05:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:18:43",47.55401,-122.6543,0,333.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:19:55",47.55402,-122.65431,0,335.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:21:07",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 10:47:19",29.54118,-90.1295,0,285.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:21:14",47.55396,-122.65432,0,339.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-14 08:18:08",27.29227,-90.96793,0.1,226.9,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 08:18:15",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 08:19:17",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-17 17:01:18",47.55604,-122.64822,0.1,285,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 16:44:20",29.54065,-90.12958,0.1,282.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 11:22:15",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 11:23:18",29.54116,-90.12957,0.2,143.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 11:23:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-29 04:27:34",47.55401,-122.65434,0.1,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:28:01",18.4595,-66.09017,0,151,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-27 22:54:03",47.55394,-122.65434,0,300.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:55:25",47.55396,-122.65434,0,303.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-29 04:30:04",47.55402,-122.65433,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 00:18:35",47.55394,-122.65436,0,236.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:21:14",47.55397,-122.65434,0,279.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:56:34",47.55395,-122.65433,0,300.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:22:02",47.54767,-122.64843,0.9,27.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:22:22",18.45953,-66.09008,0,142.2,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-27 22:23:14",47.55398,-122.65435,0,274.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:23:53",47.54807,-122.64809,0.9,28.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:25:16",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 10:06:08",27.29221,-90.96788,0.1,234.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 10:07:07",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-28 00:19:44",47.55394,-122.65434,0,235.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 00:20:55",47.55395,-122.65433,0,234.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:08:15",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 10:08:19",29.5412,-90.12957,0.2,253.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-14 12:03:05",27.29227,-90.96783,0.1,227.3,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-15 16:50:19",29.54061,-90.12954,0.2,102.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 12:05:18",29.54115,-90.12956,0.2,254.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 09:29:20",29.54122,-90.12949,0.2,64.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-31 06:25:22",18.45953,-66.09008,0,313.8,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-31 06:26:03",47.54861,-122.64773,1.1,23.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:27:12",47.54892,-122.64751,1,23.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:49:39",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 10:51:02",27.2922,-90.96786,0.1,228.3,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 00:22:05",47.55395,-122.65434,0,232.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 09:31:17",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 09:32:23",29.54121,-90.12961,0.2,284.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 09:32:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-31 06:28:22",18.45953,-66.09009,0,222.1,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-14 10:51:57",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:53:06",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:22:24",47.55396,-122.65434,0,341.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:31:01",18.45954,-66.09009,0,53.9,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-29 04:31:14",47.554,-122.6543,0.1,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:50:24",47.55394,-122.65434,0,253.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:51:34",47.55396,-122.65433,0,252.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:23:34",47.55398,-122.65432,0,347.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:57:43",47.55395,-122.65434,0,300.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:58:54",47.55394,-122.65433,0,300.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:25:34",47.55396,-122.65435,0,276.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-14 12:08:19",29.54114,-90.12953,0.2,110.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:52:44",47.55398,-122.65438,0,244.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:26:44",47.55397,-122.65431,0,279.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-29 04:32:55",47.55399,-122.65428,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-14 11:26:19",29.54117,-90.12954,0.2,220.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 11:26:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 11:27:02",27.2922,-90.96767,0,236.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-27 23:53:45",47.55396,-122.65435,0,244.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:09:17",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 09:33:26",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:54:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-28 00:23:24",47.55396,-122.65432,0,234.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:28:34",47.554,-122.6544,0,287.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:29:24",47.54943,-122.64715,1,27.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:29:17",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:00:03",47.55395,-122.65435,0,300.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:31:22",18.45954,-66.09009,0,50,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-31 06:31:42",47.55002,-122.64682,1,21.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:30:03",47.55395,-122.65432,0,289.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 22:31:14",47.55396,-122.65431,0,289.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:55:27",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:56:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 10:57:03",27.29223,-90.96792,0.1,242.5,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 09:34:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 09:35:37",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:10:37",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:11:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:24:54",47.55397,-122.65433,0,347.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:34:02",18.45954,-66.09009,0,215.1,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-29 04:34:24",47.55399,-122.65431,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-14 12:11:19",29.54115,-90.12958,0.3,274.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:26:03",47.55404,-122.65434,0,346.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:33:13",47.55041,-122.64662,0.9,16.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:34:23",18.4595,-66.09017,0,136,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-31 06:34:43",47.54997,-122.6476,10,221.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 17:11:18",29.54299,-90.13062,0,309.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:01:15",47.55395,-122.65434,0,298.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:37:01",18.4595,-66.09,0,32,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-14 09:36:55",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 09:37:57",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 09:38:19",29.54121,-90.12961,0.2,292.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 09:39:05",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:54:54",47.55395,-122.65434,0,247.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:31:26",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 11:32:18",29.54115,-90.12954,0.1,196.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 11:32:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:02:25",47.55392,-122.65437,0,296.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 00:24:35",47.55396,-122.65432,0,232.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:56:03",47.55395,-122.65435,0,243.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:27:13",47.55401,-122.65435,0,345,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:28:23",47.55392,-122.65433,0,344.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:13:17",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-28 00:25:44",47.55396,-122.65431,0,237.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:37:22",18.45954,-66.09008,0,114.4,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-31 06:37:32",47.54511,-122.64811,1.3,70.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:57:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:58:55",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:29:44",47.55394,-122.65433,0,349.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 16:59:21",29.54067,-90.12962,0,300.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 10:14:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-29 04:37:45",47.55402,-122.65431,0.1,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-29 04:39:04",47.55398,-122.65432,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-31 06:40:21",18.45954,-66.09008,0,7.9,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-14 11:00:00",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-28 00:26:53",47.55396,-122.65433,0,240.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 00:28:03",47.55398,-122.65432,0,253.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:01:05",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:57:14",47.55398,-122.65433,0,238,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:58:33",47.55396,-122.65434,0,236.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:03:34",47.55394,-122.65436,0,300.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:02:07",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 11:33:37",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 09:40:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 09:41:18",29.54119,-90.12948,0.2,65.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 09:41:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 12:14:19",29.54115,-90.12953,0.1,86.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-14 11:03:15",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 11:04:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-31 06:41:13",47.5459,-122.64716,1,27.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-31 06:42:23",47.5462,-122.64694,1,25.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 09:42:56",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 09:44:00",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-28 00:29:04",47.55388,-122.65433,0,247.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-15 17:28:07",47.55387,-122.65416,0,27.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-29 04:42:24",47.55399,-122.65433,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-29 04:43:01",18.4595,-66.09,0,5,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-27 23:04:44",47.55391,-122.65436,0,300.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:05:26",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:15:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:16:37",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 11:35:20",29.54116,-90.12956,0.1,170.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-14 11:36:06",27.29225,-90.96804,0.1,246.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 11:36:16",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 09:44:21",29.54121,-90.12961,0.1,228.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:05:54",47.55387,-122.65441,0,301.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:06:35",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:30:45",47.55395,-122.65433,0,347.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 09:47:11",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 09:48:06",27.29228,-90.96787,0.1,208.6,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 10:17:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-14 10:18:04",27.29218,-90.96778,0.1,226.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-14 11:07:45",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 11:08:46",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-27 23:31:55",47.55395,-122.65434,0,351,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 17:05:21",29.54065,-90.12958,0.4,89,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-31 06:46:22",18.45954,-66.09008,0,37.1,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-31 06:46:42",47.54738,-122.64614,1.1,22.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:37:25",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 11:38:18",29.54117,-90.1295,0.1,54.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:07:03",47.55391,-122.65437,0,307.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:08:15",47.55383,-122.65438,0,306.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 11:10:27",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-29 04:43:46",47.55398,-122.65433,0,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-27 23:59:53",47.55396,-122.65434,0,240.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:18:55",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-14 10:19:56",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-14 12:20:20",29.54114,-90.12952,0.2,77.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 18:08:18",29.5406,-90.12956,0.3,140.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-27 23:09:24",47.55395,-122.65433,0,308.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 00:00:04",47.55396,-122.65434,0,240.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-14 10:21:57",29.89028,-91.61154,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
